"Country or Area","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"Uruguay","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","30",""
"Uruguay","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","30",""
"Uruguay","Electricity - net installed capacity of electric power plants, public wind","2009","Kilowatts,  thousand","20",""
"Uruguay","Electricity - net installed capacity of electric power plants, public wind","2008","Kilowatts,  thousand","10",""
"Uruguay","Electricity - net installed capacity of electric power plants, public wind","2007","Kilowatts,  thousand","0",""
"Uruguay","Electricity - net installed capacity of electric power plants, public wind","2006","Kilowatts,  thousand","0",""
"Uruguay","Electricity - net installed capacity of electric power plants, public wind","2005","Kilowatts,  thousand","0",""
"Uruguay","Electricity - net installed capacity of electric power plants, public wind","2004","Kilowatts,  thousand","0",""
"Vanuatu","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","3.02",""
"Vanuatu","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","3.02",""
"Vanuatu","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","3.02",""
"Vanuatu","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","3.02",""
"Vanuatu","Electricity - net installed capacity of electric power plants, public wind","2009","Kilowatts,  thousand","2.47",""
"Vanuatu","Electricity - net installed capacity of electric power plants, public wind","2008","Kilowatts,  thousand","2.47",""
"Venezuela (Bolivar. Rep.)","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","50.2",""
"Venezuela (Bolivar. Rep.)","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","29.82",""
"Viet Nam","Electricity - net installed capacity of electric power plants, public wind","2013","Kilowatts,  thousand","31","1"
"Viet Nam","Electricity - net installed capacity of electric power plants, public wind","2012","Kilowatts,  thousand","31","1"
"Viet Nam","Electricity - net installed capacity of electric power plants, public wind","2011","Kilowatts,  thousand","31","1"
"Viet Nam","Electricity - net installed capacity of electric power plants, public wind","2010","Kilowatts,  thousand","31",""
"Viet Nam","Electricity - net installed capacity of electric power plants, public wind","2009","Kilowatts,  thousand","8",""
"Viet Nam","Electricity - net installed capacity of electric power plants, public wind","2008","Kilowatts,  thousand","1",""

"fnSeqID","Footnote"
"1","Estimate"
